Id,Label,Affil_Id,Affil_Name
57193679959,Cisneros-Pahayahay M.R.,60105065,Technological University of the Philippines
57193678210,Pahayahay G.,60105065,Technological University of the Philippines
26424696800,Limjap A.A.,118258703,Far Eastern University Sen
54891531600,Santos G.N.C.,60071464,De La Salle University-Manila
35559052800,Lapinid M.R.C.,60071464,De La Salle University-Manila
26424764400,Roleda L.S.,60071464,De La Salle University-Manila
56958627400,Anito J.C.,60071464,De La Salle University-Manila
57193677431,Baroja S.J.D.,60071464,De La Salle University-Manila
57193677978,Dancel D.,60071464,De La Salle University-Manila
57193682314,Natividad A.,60071464,De La Salle University-Manila
57193678063,Obrial J.,60071464,De La Salle University-Manila
57193681520,Santos P.J.,60071464,De La Salle University-Manila
57193683819,Tungul K.T.,60071464,De La Salle University-Manila
55317817400,Elipane L.E.,60071464,De La Salle University-Manila
57194384801,Vasquez T.L.,60108083,University of the Philippines Cebu
57194767171,Estoy M.A.S.,60071452,Visayas State University
57189366219,Silalahi D.D.,107970336,SMART Research Institute
6507797537,Reano C.E.,60071494,University of the Philippines Los Banos
6507461159,Lansigan F.P.,60071494,University of the Philippines Los Banos
8888157600,Bantayan N.C.,60071494,University of the Philippines Los Banos
26642480500,Nebres B.F.,60071457,Ateneo de Manila University
57195316663,Buloron J.N.,60134705,Cebu Normal University
56966697400,Ontolan J.M.,60134705,Cebu Normal University
36660934000,Jitman S.,60018809,Silpakorn University
57195513930,Palines H.S.,60071494,University of the Philippines Los Banos
8096010200,Ng T.S.,60017161,National University of Singapore
57140256200,Aras B.,60017161,National University of Singapore
57201554258,Sy C.L.,60071464,De La Salle University-Manila
57140442800,Biao W.,60017161,National University of Singapore
8361327200,Deligero E.P.,100418730,University of Southeastern Philippines
57194969414,Elvira D.T.,101428433,Philippine Normal University
57194244617,Hinampas J.L.,118513792,Colleges of Teacher Education and Advanced Studies
56486137800,Hinampas R.G.,118513792,Colleges of Teacher Education and Advanced Studies
57199500418,Canada L.C.,118513792,Colleges of Teacher Education and Advanced Studies
57200182944,Grageda R.B.,120029628,Zamboanga City Health Office
57200202432,Mojica M.B.R.,120042413,Bangko Sentral ng Pilipinas
57190000328,Leong R.N.F.,60071464,De La Salle University-Manila
39961413200,Co F.F.,60071464,De La Salle University-Manila
57196392433,Mojica V.J.C.,60071464,De La Salle University-Manila
57200534789,Tan D.S.Y.,60071464,De La Salle University-Manila
57200203867,Besana M.B.,60071493,University of the Philippines Visayas
57206028226,Padilla P.I.P.,60071493,University of the Philippines Visayas
57217941347,Lee-Chua Q.,60071457,Ateneo de Manila University
23019389700,Mezo I.,60064143,Nanjing University of Information Science & Technology
57202005015,Tanaka Y.I.,120666366,Joso Gakuin High School
56841556700,Eniego A.A.,60105238,"National University, Philippines"
57202229694,Balsomo A.J.,60103792,West Visayas State University
57191033974,Nable J.A.,60071457,Ateneo de Manila University
6506417911,Vernescu B.,60011410,Worcester Polytechnic Institute
56263096100,Taganap E.C.,60071461,Central Luzon State University
6506022503,De Las Penas M.L.A.N.,60071457,Ateneo de Manila University
56505475300,Babierra A.L.,60071494,University of the Philippines Los Banos
57203844895,Datu-Dacula A.H.,60071439,Mindanao State University
24569994400,Jain S.,60010206,Shanxi Normal University
14012002200,Teknomo K.,60071457,Ateneo de Manila University
57202941004,Fajardo A.,119770629,Manuel L. Quezon University
57204935117,Casinillo L.F.,60071452,Visayas State University
57204954406,Paman J.M.J.,60071464,De La Salle University-Manila
57204950705,Santiago F.N.M.,60071464,De La Salle University-Manila
57205165926,Ogena E.B.,101428433,Philippine Normal University
57205166096,Diaz R.V.,101428433,Philippine Normal University
55440584200,Salvador-Amores A.,60078190,University of the Philippines Baguio
57195064812,Diche Z.J.,60071492,University of the Philippines Mindanao
57188877635,Manliguez C.,60071492,University of the Philippines Mindanao
57195063046,Jimenez M.J.,60071492,University of the Philippines Mindanao
57194031127,Agrazamendez M.,60071492,University of the Philippines Mindanao
57188875393,Acosta J.,60071492,University of the Philippines Mindanao
12239399600,Putungan D.B.,60071494,University of the Philippines Los Banos
57205465709,Malalay R.P.,121989205,Brent Hospital and Colleges Incorporated
57205683480,Ol S.,122120724,Teacher Education College
7004404808,Kondratiev Y.,60015595,Universität Bielefeld
57207936448,Menchavez S.,60015595,Universität Bielefeld
57198502809,Po R.,60078190,University of the Philippines Baguio
57210119976,Malusay J.T.,60134705,Cebu Normal University
57210112838,Bercero G.I.M.R.,60134705,Cebu Normal University
22940257400,de la Torre J.,60006541,The University of Hong Kong
57210589572,Mina R.J.S.,60078190,University of the Philippines Baguio
15768651600,Frettloh D.,60015595,Universität Bielefeld
56893626200,Gonzaga N.C.,60113654,Bukidnon State University
57210844964,Lomerio I.C.B.,60071494,University of the Philippines Los Banos
36006454100,Jose E.C.,60071494,University of the Philippines Los Banos
55095034800,Chen F.,60018495,Health Canada
16025218400,Nkurunziza S.,60012468,University of Windsor
57210957188,Mamhot A.,60071447,Silliman University
36337555300,Fernandez P.,60071457,Ateneo de Manila University
57211869216,Bejarasco R.D.,60113654,Bukidnon State University
57211948514,Alao V.M.,60071452,Visayas State University
16174446800,Addawe J.,60078190,University of the Philippines Baguio
54681541000,Baoanan Z.,60078190,University of the Philippines Baguio
16174542200,Addawe R.,60078190,University of the Philippines Baguio
57195685699,De Lara-Tuprio E.P.,60071457,Ateneo de Manila University
55316052700,Teng T.R.Y.,60071457,Ateneo de Manila University
55962300800,Collera J.A.,60078190,University of the Philippines Baguio
12780371300,Park J.,60024997,"University of Maryland, Baltimore County (UMBC)"
57203057032,Kunisch K.,60022457,Karl-Franzens-Universitat Graz
12446177000,Garciano A.D.,60071457,Ateneo de Manila University
57212475815,Lagura M.C.T.,60071457,Ateneo de Manila University
57010484500,Marcelo R.M.,60071457,Ateneo de Manila University
6603752350,Munemasa A.,60008435,Tohoku University
57205141089,Cantuba R.R.S.,60071464,De La Salle University-Manila
57213817311,Merciales M.A.C.,60071464,De La Salle University-Manila
57213831151,Natividad L.B.,60104010,Saint Louis University
7601369354,Kim J.L.,60018257,Sogang University
57191616028,Xiong H.,60029306,Wuhan University
57215038330,Campena F.J.H.,60071464,De La Salle University-Manila
55390460400,Rulete R.F.,100418730,University of Southeastern Philippines
55928389200,Cayton P.J.,60008950,The Australian National University
7403581483,Ho K.Y.,60008950,The Australian National University
57191042115,Ignacio P.S.,60078190,University of the Philippines Baguio
57215408542,Dunstan C.,60024997,"University of Maryland, Baltimore County (UMBC)"
57215424314,Escobar E.,60005565,Cal Poly Pomona
57215428241,Trujillo L.,60000812,Harvey Mudd College
12139342400,Uminsky D.,60085748,University of San Francisco
57026284700,Cillar J.A.D.,60089610,University of San Jose-Recoletos
6602515962,Jaming P.,60102125,Université de Bordeaux
6602336398,Kellay K.,60102125,Université de Bordeaux
57216225325,Perez R.,60102125,Université de Bordeaux
57216439349,Manahon M.,113227614,Negros Oriental State University
57216439220,Bantug J.,60071447,Silliman University
23995884800,Solano G.,60071495,University of the Philippines Manila
23003324700,Blin G.,60102125,Université de Bordeaux
57203526191,Raffinot M.,60102125,Université de Bordeaux
56868610900,Armada C.L.,60134705,Cebu Normal University
57216612324,Go C.E.,60071439,Mindanao State University
57216613152,Manzano R.G.,60108083,University of the Philippines Cebu
57216616937,Togonon M.J.S.,60113654,Bukidnon State University
57211116361,Rama G.J.S.,60134705,Cebu Normal University
55018055900,Montero C.B.,60071439,Mindanao State University
55322164000,Montero M.B.,60071439,Mindanao State University
57216614033,MacApodi R.D.,60071439,Mindanao State University
57188850671,Dionisio A.,60071495,University of the Philippines Manila
57216783483,Quisote M.,60071495,University of the Philippines Manila
18536580300,Marquez E.,60071495,University of the Philippines Manila
57216860865,Cunanan A.F.,122523794,Surigao del Sur State University
57216862638,Monsanto G.B.,60071452,Visayas State University
